----------------------------
RRT search Summary          
----------------------------
Map Name               : Random
Total paths found      : 1
Total number of nodes  : 1099
Total elapsed time     : 65.83319330215454 s
Solver                 : RRTstar 
----------------------------
Path number   : 0
Path length   : 1244.2854129481013
Time required : 29.798777103424072 s
>>>> Nodes
[1103.9971589514405, 510.12745967365606, 1.1600471140119566]
[1100.8816922313517, 502.9740551997437, 1.1600471140119566]
[1097.766225511263, 495.82065072583134, 1.1600471140119566]
[1094.6507587911742, 488.6672462519189, 1.1600471140119566]
[1091.5352920710857, 481.5138417780065, 1.1600471140119566]
[1088.419825350997, 474.36043730409415, 1.1600471140119566]
[1085.3043586309082, 467.2070328301818, 1.1600471140119566]
[1082.1888919108194, 460.0536283562694, 1.1600471140119566]
[1079.0734251907306, 452.900223882357, 1.1600471140119566]
[1075.9579584706419, 445.74681940844465, 1.1600471140119566]
[1072.8424917505533, 438.59341493453223, 1.1600471140119566]
[1069.7270250304646, 431.4400104606199, 1.1600471140119566]
[1066.6115583103758, 424.2866059867075, 1.1600471140119566]
[1063.496091590287, 417.1332015127951, 1.1600471140119566]
[1060.3806248701983, 409.97979703888274, 1.1600471140119566]
[1057.2651581501095, 402.8263925649703, 1.1600471140119566]
[1054.149691430021, 395.67298809105796, 1.1600471140119566]
[1051.0342247099322, 388.5195836171456, 1.1600471140119566]
[1047.9187579898435, 381.3661791432332, 1.1600471140119566]
[1044.8032912697547, 374.2127746693208, 1.1600471140119566]
[1040.523966061906, 366.19592196044584, 1.059070215356724]
[1037.9605105143496, 361.63158452401694, 1.059070215356724]
[1035.3970549667931, 357.067247087588, 1.059070215356724]
[1032.8335994192364, 352.5029096511591, 1.059070215356724]
[1030.27014387168, 347.9385722147302, 1.059070215356724]
[1027.7066883241234, 343.3742347783013, 1.059070215356724]
[1025.143232776567, 338.8098973418724, 1.059070215356724]
[1022.5797772290105, 334.24555990544343, 1.059070215356724]
[1020.0163216814539, 329.68122246901453, 1.059070215356724]
[1017.4528661338974, 325.1168850325856, 1.059070215356724]
[1014.8894105863409, 320.5525475961567, 1.059070215356724]
[1012.3259550387843, 315.9882101597278, 1.059070215356724]
[1009.7624994912278, 311.4238727232989, 1.059070215356724]
[1007.1990439436713, 306.85953528687, 1.059070215356724]
[1004.6355883961148, 302.29519785044107, 1.059070215356724]
[1002.0721328485582, 297.73086041401217, 1.059070215356724]
[999.5086773010017, 293.16652297758327, 1.059070215356724]
[999.5086773010017, 293.16652297758327, 1.0590702153567237]
[997.332621946169, 288.6105165655136, 1.1913491728113335]
[994.6482211629934, 281.87884536587296, 1.1913491728113341]
[991.9638203798179, 275.1471741662323, 1.1913491728113341]
[989.2794195966424, 268.4155029665916, 1.1913491728113341]
[986.5950188134669, 261.68383176695096, 1.1913491728113341]
[983.9106180302914, 254.9521605673103, 1.1913491728113341]
[981.2262172471159, 248.22048936766964, 1.1913491728113341]
[978.5418164639403, 241.48881816802896, 1.1913491728113341]
[975.8574156807648, 234.7571469683883, 1.1913491728113341]
[973.1730148975894, 228.02547576874764, 1.1913491728113341]
[970.4886141144138, 221.29380456910698, 1.1913491728113341]
[967.8042133312383, 214.56213336946632, 1.1913491728113341]
[965.1198125480628, 207.83046216982567, 1.1913491728113341]
[965.1198125480628, 207.8304621698257, 1.191349172811334]
[961.0897553425033, 200.30148284282984, 0.9673114619387122]
[955.4877159473159, 193.85601579992425, 0.7432737510660904]
[948.593702794644, 188.81622677287172, 0.5192360401934686]
[940.752301432335, 185.43402106333969, 0.2951983293208469]
[932.3554510001157, 183.87845248389604, 0.07116061844822497]
[923.8228538168394, 184.2272734900832, -0.15287709242439673]
